Date,Temperatur,Nederbord
2012-07-07,18.3,5.4
2012-07-08,19.8,1.6
2012-07-09,17.1,4.0
2012-07-10,14.5,3.2
2012-07-11,14.3,12.9
2012-07-12,14.2,9.3
2012-07-13,14.4,2.9
2012-07-14,14.9,8.9
2012-07-15,13.9,1.1
2012-07-16,13.2,8.1
2012-07-17,13.4,2.5
2012-07-18,14.1,6.8
2012-07-19,13.1,18.6
2012-07-20,14.4,2.5
2012-07-21,13.4,5.7
2012-07-22,13.8,0.0
2012-07-23,17.7,0.0
2012-07-24,19.9,0.0
2012-07-25,20.0,0.0
2012-07-26,19.0,0.0
2012-07-27,18.6,0.0
2012-07-28,19.2,1.5
2012-07-29,13.8,1.7
2012-07-30,14.4,4.6
2012-07-31,13.1,3.2
2012-08-01,13.9,0.0
2012-08-02,18.1,0.4
2012-08-03,17.9,0.0
2012-08-04,16.3,0.0
2012-08-05,16.1,1.8
2012-08-06,16.2,9.5
2012-08-07,15.1,8.4
2012-08-08,14.6,4.8
2012-08-09,14.6,0.7
2012-08-10,12.4,2.7
2012-08-11,13.8,0.0
2012-08-12,15.4,0.2
2012-08-13,15.5,0.0
2012-08-14,14.5,0.0
2012-08-15,15.9,0.0
2012-08-16,16.1,0.0
2012-08-17,16.9,0.0
2012-08-18,17.7,0.4
2012-08-19,20.6,0.2
2012-08-20,19.1,0.0
2012-08-21,18.0,0.1
2012-08-22,15.1,11.5
2012-08-23,15.5,2.3
2012-08-24,14.5,2.0
2012-08-25,14.1,1.3
2012-08-26,15.6,6.7
2012-08-27,14.3,0.0
2012-08-28,12.1,1.5
2012-08-29,15.3,0.3
2012-08-30,15.2,10.4
2012-08-31,14.2,0.2
2012-09-01,14.1,0.0
2012-09-02,14.6,1.1
2012-09-03,14.9,0.0
2012-09-04,14.8,0.7
2012-09-05,13.6,0.1
2012-09-06,12.0,13.0
2012-09-07,13.5,0.5
2012-09-08,13.5,0.4
2012-09-09,12.8,0.0
2012-09-10,17.9,0.1
2012-09-11,15.7,4.4
2012-09-12,10.8,2.8
2012-09-13,9.8,0.4
2012-09-14,11.1,8.0
2012-09-15,12.5,0.5
2012-09-16,13.4,0.0
2012-09-17,13.7,0.4
2012-09-18,12.2,4.3
2012-09-19,9.3,4.9
2012-09-20,9.1,10.0
2012-09-21,10.1,12.3
2012-09-22,8.9,3.9
2012-09-23,9.0,0.7
2012-09-24,8.4,11.3
2012-09-25,10.6,9.0
2012-09-26,10.5,7.9
2012-09-27,11.6,3.6
2012-09-28,10.4,0.3
2012-09-29,9.8,6.4
2012-09-30,10.7,4.6
2012-10-01,12.2,0.7
2012-10-02,12.0,2.7
2012-10-03,12.1,4.4
2012-10-04,9.5,1.9
2012-10-05,7.7,18.0
2012-10-06,7.8,1.6
2012-10-07,8.6,2.6
2012-10-08,9.1,7.6
2012-10-09,5.8,2.9
2012-10-10,4.7,0.6
2012-10-11,3.4,0.0
2012-10-12,3.4,3.0
2012-10-13,5.8,13.3
2012-10-14,7.1,8.9
2012-10-15,5.9,7.5
2012-10-16,7.4,1.4
2012-10-17,9.3,0.4
2012-10-18,11.9,0.3
2012-10-19,11.4,0.1
2012-10-20,11.2,0.0
2012-10-21,9.9,0.0
2012-10-22,7.8,0.4
2012-10-23,6.6,0.0
2012-10-24,6.7,0.9
2012-10-25,5.0,1.4
2012-10-26,0.9,2.6
2012-10-27,-0.5,0.0
2012-10-28,-1.2,0.0
2012-10-29,2.5,10.7
2012-10-30,2.8,0.0
2012-10-31,3.5,0.0
2012-11-01,5.7,10.0
2012-11-02,5.7,0.6
2012-11-03,4.0,5.9
2012-11-04,3.6,6.1
2012-11-05,2.8,5.9
2012-11-06,3.7,3.3
2012-11-07,5.3,6.0
2012-11-08,7.7,4.5
2012-11-09,6.6,0.9
2012-11-10,6.4,4.5
2012-11-11,6.7,0.2
2012-11-12,4.9,0.4
2012-11-13,4.3,0.5
2012-11-14,7.3,0.1
2012-11-15,6.9,0.7
2012-11-16,5.7,0.1
2012-11-17,3.2,0.0
2012-11-18,3.8,0.7
2012-11-19,1.8,0.1
2012-11-20,5.3,0.0
2012-11-21,5.4,0.5
2012-11-22,5.9,0.9
2012-11-23,4.9,1.8
2012-11-24,4.5,0.0
2012-11-25,3.4,14.6
2012-11-26,6.2,3.7
2012-11-27,4.3,0.8
2012-11-28,2.3,0.5
2012-11-29,0.5,0.0
2012-11-30,-1.7,0.0
2012-12-01,-5.2,3.4
2012-12-02,-5.9,1.7
2012-12-03,-7.7,6.7
2012-12-04,-3.3,2.5
2012-12-05,-6.1,0.6
2012-12-06,-8.9,1.2
2012-12-07,-6.2,2.2
2012-12-08,-10.1,0.0
2012-12-09,-5.4,7.1
2012-12-10,-3.1,0.8
2012-12-11,-5.0,0.0
2012-12-12,-11.3,0.0
2012-12-13,-13.3,0.0
2012-12-14,-6.2,5.4
2012-12-15,0.3,3.2
2012-12-16,1.8,1.4
2012-12-17,2.0,2.4
2012-12-18,0.2,0.1
2012-12-19,-1.7,0.0
2012-12-20,-1.4,0.0
2012-12-21,-1.7,0.5
2012-12-22,-2.8,0.2
2012-12-23,-2.5,14.2
2012-12-24,2.0,8.7
2012-12-25,2.7,2.3
2012-12-26,3.4,6.8
2012-12-27,1.3,2.0
2012-12-28,-2.4,3.4
2012-12-29,2.7,2.2
2012-12-30,4.1,4.3
2012-12-31,5.2,12.6
2013-01-01,4.3,2.7
2013-01-02,3.0,4.2
